ТИК,УИК,"Число избирателей, включенных в список избирателей","Число избирательных бюллетеней, полученных участковой избирательной комиссией","Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно","Число избирательных бюллетеней, выданных в помещении для голосования в день голосования","Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования",Число погашенных избирательных бюллетеней,Число избирательных бюллетеней в переносных ящиках для голосования,Число бюллетеней в стационарных ящиках для голосования,Число недействительных избирательных бюллетеней,Число действительных избирательных бюллетеней,Число утраченных избирательных бюллетеней,"Число избирательных бюллетеней, не учтенных при получении",Даванков Владислав Андреевич,Даванков Владислав Андреевич (%),Путин Владимир Владимирович,Путин Владимир Владимирович (%),Слуцкий Леонид Эдуардович,Слуцкий Леонид Эдуардович (%),Харитонов Николай Михайлович,Харитонов Николай Михайлович (%)
Химкинская городская,УИК №3147,1220,1100,0,883,9,208,9,853,18,844,0,0,64,7.42,744,86.31,17,1.97,19,2.2
Химкинская городская,УИК №3148,1368,1200,0,994,9,197,9,975,7,977,0,0,21,2.13,835,84.86,46,4.67,75,7.62
Химкинская городская,УИК №3149,1313,1200,0,942,8,250,8,920,9,919,0,0,17,1.83,782,84.27,38,04.09,82,8.84
Химкинская городская,УИК №3150,1669,1500,0,1176,6,318,6,1151,8,1149,0,0,22,1.9,978,84.53,59,5.1,90,7.78
Химкинская городская,УИК №3151,1501,1300,0,1045,14,241,14,1026,4,1036,0,0,22,2.12,877,84.33,50,4.81,87,8.37
Химкинская городская,УИК №3152,1530,1300,0,1107,9,184,9,1090,7,1092,0,0,20,1.82,932,84.8,39,3.55,101,9.19
Химкинская городская,УИК №3153,1448,1200,0,1046,11,143,11,1028,3,1036,0,0,18,1.73,881,84.79,54,5.2,83,7.99
Химкинская городская,УИК №3154,1124,1000,0,809,10,181,10,798,8,800,0,0,17,2.1,677,83.79,44,5.45,62,7.67
Химкинская городская,УИК №3155,1864,1500,0,1341,9,150,9,1329,10,1328,0,0,26,1.94,1122,83.86,164,12.26,16,1.2
Химкинская городская,УИК №3156,1538,1400,0,1105,11,284,11,1090,3,1098,0,0,22,1.99,931,84.56,58,5.27,87,7.9
Химкинская городская,УИК №3157,1502,1400,0,1053,8,339,8,1042,7,1043,0,0,22,2.1,881,83.9,50,4.76,90,8.57
Химкинская городская,УИК №3158,1574,1400,0,1114,11,275,11,1096,9,1098,0,0,23,02.08,938,84.73,55,4.97,82,7.41
Химкинская городская,УИК №3159,1625,1300,0,1137,8,155,8,1121,2,1127,0,0,21,1.86,955,84.59,53,4.69,98,8.68
Химкинская городская,УИК №3160,1388,1200,0,1009,7,184,7,992,7,992,0,0,20,2,844,84.48,47,4.7,81,8.11
Химкинская городская,УИК №3161,2166,1900,0,1546,9,345,9,1528,9,1528,0,0,30,1.95,1230,80.03,178,11.58,90,5.86
Химкинская городская,УИК №3162,1169,1000,0,837,7,156,7,818,4,821,0,0,19,2.3,699,84.73,37,4.48,66,8
Химкинская городская,УИК №3163,1422,1300,0,1020,6,274,6,1000,7,999,0,0,22,2.19,851,84.59,34,3.38,92,9.15
Химкинская городская,УИК №3164,1331,1200,0,959,7,234,7,938,5,940,0,0,20,2.12,801,84.76,46,4.87,73,7.72
Химкинская городская,УИК №3165,1339,1200,0,977,18,205,18,934,21,931,0,0,94,9.87,774,81.3,22,2.31,41,4.31
Химкинская городская,УИК №3166,1632,1500,0,1137,13,350,13,1103,32,1084,0,0,93,8.33,911,81.63,28,2.51,52,4.66
Химкинская городская,УИК №3167,1639,1500,0,1187,7,306,7,1160,3,1164,0,0,26,2.23,992,85,62,5.31,84,7.2
Химкинская городская,УИК №3168,1383,1200,0,981,8,211,8,960,4,964,0,0,21,2.17,811,83.78,53,5.48,79,8.16
Химкинская городская,УИК №3169,1814,1600,0,1323,7,270,7,1299,7,1299,0,0,26,1.99,1108,84.84,58,4.44,107,8.19
Химкинская городская,УИК №3170,1440,1200,0,1025,7,168,7,1011,2,1016,0,0,20,1.96,859,84.38,51,05.01,86,8.45
Химкинская городская,УИК №3171,1497,1300,0,1048,22,230,22,1011,26,1007,0,0,106,10.26,824,79.77,39,3.78,38,3.68
Химкинская городская,УИК №3172,1885,1600,0,1331,115,154,115,1205,43,1277,0,0,150,11.36,992,75.15,58,4.39,77,5.83
Химкинская городская,УИК №3173,1557,1400,0,1115,11,274,11,1086,36,1061,0,0,92,8.39,888,80.95,32,2.92,49,4.47
Химкинская городская,УИК №3174,1493,1300,0,1105,15,180,15,1069,17,1067,0,0,95,8.76,880,81.18,41,3.78,51,4.7
Химкинская городская,УИК №3175,1523,1300,0,1097,9,194,9,1072,6,1075,0,0,18,1.67,911,84.27,48,4.44,98,09.07
Химкинская городская,УИК №3176,1673,1400,0,1191,8,201,8,1168,9,1167,0,0,25,2.13,993,84.44,56,4.76,93,7.91
Химкинская городская,УИК №3177,1792,1600,0,1269,7,324,7,1245,2,1250,0,0,26,02.08,1058,84.5,68,5.43,98,7.83
Химкинская городская,УИК №3178,1880,1700,0,1350,6,344,6,1328,3,1331,0,0,27,02.02,1133,84.93,89,6.67,82,6.15
Химкинская городская,УИК №3179,1576,1400,0,1064,67,269,67,1064,27,1104,0,0,67,5.92,947,83.73,40,3.54,50,4.42
Химкинская городская,УИК №3180,1446,1200,0,1042,10,148,10,1022,9,1023,0,0,16,1.55,864,83.72,49,4.75,94,9.11
Химкинская городская,УИК №3181,1770,1500,0,1245,6,249,6,1226,7,1225,0,0,25,02.03,1048,85.06,83,6.74,69,5.6
Химкинская городская,УИК №3182,1470,1200,0,1079,7,114,7,1062,6,1063,0,0,21,1.96,911,85.22,23,2.15,108,10.1
Химкинская городская,УИК №3183,1777,1500,0,1315,5,180,5,1293,3,1295,0,0,29,2.23,1104,85.05,33,2.54,129,9.94
Химкинская городская,УИК №3184,1316,1100,0,952,11,137,11,934,7,938,0,0,19,02.01,799,84.55,57,06.03,63,6.67
Химкинская городская,УИК №3185,1360,1200,0,953,25,222,25,907,19,913,0,0,64,6.87,771,82.73,26,2.79,52,5.58
Химкинская городская,УИК №3186,1466,1400,0,1045,13,342,13,1020,4,1029,0,0,26,2.52,873,84.51,42,04.07,88,8.52
Химкинская городская,УИК №3187,1275,1200,0,892,10,298,10,869,9,870,0,0,19,2.16,741,84.3,50,5.69,60,6.83
Химкинская городская,УИК №3188,1338,1100,0,932,12,156,12,915,7,920,0,0,21,2.27,791,85.33,32,3.45,76,8.2
Химкинская городская,УИК №3189,1510,1400,0,1126,20,254,20,1088,19,1089,0,0,60,5.42,959,86.55,37,3.34,33,2.98
Химкинская городская,УИК №3190,1389,1200,0,990,14,196,14,969,8,975,0,0,20,02.03,831,84.54,54,5.49,70,7.12
Химкинская городская,УИК №3191,1529,1300,0,1069,11,220,11,1044,2,1053,0,0,22,02.09,899,85.21,56,5.31,76,7.2
Химкинская городская,УИК №3192,2517,2000,0,1823,13,164,13,1799,3,1809,0,0,36,1.99,1539,84.93,61,3.37,173,9.55
Химкинская городская,УИК №3193,1786,1600,0,1258,46,296,46,1191,36,1201,0,0,93,7.52,1053,85.13,28,2.26,27,2.18
Химкинская городская,УИК №3194,1550,1400,0,1111,10,279,10,1088,9,1089,0,0,27,2.46,924,84.15,41,3.73,97,8.83
Химкинская городская,УИК №3195,1731,1400,0,1256,12,132,12,1234,5,1241,0,0,20,1.61,1054,84.59,43,3.45,124,9.95
Химкинская городская,УИК №3196,2002,1600,0,1491,4,105,4,1468,41,1431,0,0,153,10.39,1202,81.66,42,2.85,34,2.31
Химкинская городская,УИК №3197,1664,1600,0,1294,25,281,25,1253,24,1254,0,0,114,8.92,1074,84.04,42,3.29,24,1.88
Химкинская городская,УИК №3198,1489,1300,0,1102,25,173,25,1058,25,1058,0,0,115,10.62,893,82.46,14,1.29,36,3.32
Химкинская городская,УИК №3199,1785,1500,0,1306,8,186,8,1280,34,1254,0,0,126,9.78,1066,82.76,23,1.79,39,03.03
Химкинская городская,УИК №3200,1491,1200,0,1013,10,177,10,994,6,998,0,0,26,2.59,851,84.76,61,06.08,60,5.98
Химкинская городская,УИК №3201,1428,1300,0,974,9,317,9,952,2,959,0,0,18,1.87,814,84.7,62,6.45,65,6.76
Химкинская городская,УИК №3202,1025,900,0,751,10,139,10,728,9,729,0,0,16,2.17,621,84.15,35,4.74,57,7.72
Химкинская городская,УИК №3203,1562,1300,0,1133,9,158,9,1112,1,1120,0,0,22,1.96,953,85.01,44,3.93,101,09.01
Химкинская городская,УИК №3204,2202,2000,0,1593,8,399,8,1569,8,1569,0,0,35,2.22,1335,84.65,93,5.9,106,6.72
Химкинская городская,УИК №3205,684,550,0,537,8,5,8,517,6,519,0,0,9,1.71,440,83.81,24,4.57,46,8.76
Химкинская городская,УИК №3206,3151,2700,0,2677,22,1,22,2649,8,2663,0,0,37,1.39,2288,85.66,302,11.31,36,1.35
Химкинская городская,УИК №3207,1579,1300,0,1098,16,186,16,1073,1,1088,0,0,19,1.74,925,84.94,56,5.14,88,08.08
Химкинская городская,УИК №3208,2194,2000,0,1547,19,434,19,1507,33,1493,0,0,94,6.16,1329,87.09,31,02.03,39,2.56
Химкинская городская,УИК №3209,1717,1500,0,1222,14,264,14,1204,3,1215,0,0,22,1.81,1021,83.83,61,05.01,111,9.11
Химкинская городская,УИК №3210,1046,900,0,754,14,132,14,734,1,747,0,0,16,2.14,631,84.36,43,5.75,57,7.62
Химкинская городская,УИК №3211,1562,1200,0,1116,14,70,14,1080,26,1068,0,0,73,6.67,938,85.74,33,03.02,24,2.19
Химкинская городская,УИК №3212,1281,1100,0,931,6,163,6,901,17,890,0,0,73,08.05,763,84.12,30,3.31,24,2.65
Химкинская городская,УИК №3213,2214,2100,0,1584,18,498,18,1561,1,1578,0,0,37,2.34,1338,84.74,82,5.19,121,7.66
Химкинская городская,УИК №3214,2413,2100,0,1692,15,393,15,1672,7,1680,0,0,30,1.78,1427,84.59,95,5.63,128,7.59
Химкинская городская,УИК №3215,1146,1000,0,827,8,165,8,816,3,821,0,0,19,2.31,699,84.83,14,1.7,89,10.8
Химкинская городская,УИК №3216,1577,1400,0,1107,11,282,11,1078,15,1074,0,0,96,8.82,922,84.66,30,2.75,26,2.39
Химкинская городская,УИК №3217,2232,2000,0,1590,10,400,10,1577,5,1582,0,0,36,2.27,1347,84.88,95,5.99,104,6.55
Химкинская городская,УИК №3218,2293,2100,0,1643,8,449,8,1626,3,1631,0,0,38,2.33,1392,85.19,99,06.06,102,6.24
Химкинская городская,УИК №3219,2483,2200,0,1784,6,410,6,1768,6,1768,0,0,31,1.75,1507,84.95,106,5.98,124,6.99
Химкинская городская,УИК №3220,1074,1000,0,779,5,216,5,760,2,763,0,0,15,1.96,649,84.84,47,6.14,52,6.8
Химкинская городская,УИК №3221,1101,1000,0,779,8,213,8,762,7,763,0,0,17,2.21,655,85.06,27,3.51,64,8.31
Химкинская городская,УИК №3222,1517,1200,0,1053,19,128,19,1016,14,1021,0,0,70,6.76,882,85.22,24,2.32,45,4.35
Химкинская городская,УИК №3223,986,800,0,698,10,92,10,674,9,675,0,0,14,02.05,574,83.92,36,5.26,51,7.46
Химкинская городская,УИК №3224,1251,1100,0,873,10,217,10,854,7,857,0,0,19,2.2,732,84.72,51,5.9,55,6.37
Химкинская городская,УИК №3225,692,600,0,487,9,104,9,466,8,467,0,0,10,2.11,398,83.79,24,05.05,35,7.37
Химкинская городская,УИК №3226,2651,2500,0,1888,16,596,16,1852,49,1819,0,0,188,10.06,1553,83.14,36,1.93,42,2.25
Химкинская городская,УИК №3563,1293,1200,0,915,8,277,8,893,7,894,0,0,21,2.33,759,84.24,51,5.66,63,6.99
Химкинская городская,УИК №3564,1946,1700,0,1416,8,276,8,1391,1,1398,0,0,30,2.14,1189,84.99,67,4.79,112,08.01
Химкинская городская,УИК №3565,1758,1500,0,1286,4,210,4,1266,33,1237,0,0,126,9.92,1025,80.71,43,3.39,43,3.39
Химкинская городская,УИК №3566,1880,1600,0,1464,17,119,17,1419,36,1400,0,0,163,11.35,1184,82.45,30,02.09,23,1.6
Химкинская городская,УИК №3567,1738,1500,0,1219,12,269,12,1201,4,1209,0,0,20,1.65,1037,85.49,64,5.28,88,7.25
Химкинская городская,УИК №3568,1964,1800,0,1342,19,439,19,1304,31,1292,0,0,81,6.12,1140,86.17,25,1.89,46,3.48
Химкинская городская,УИК №3569,1083,900,0,802,18,80,18,765,9,774,0,0,59,7.54,664,84.8,18,2.3,33,4.21
Химкинская городская,УИК №4115,1676,1500,0,1233,19,248,19,1184,25,1178,0,0,116,9.64,978,81.3,27,2.24,57,4.74
Химкинская городская,УИК №4116,1430,1200,0,1031,8,161,8,1008,7,1009,0,0,21,02.07,867,85.33,50,4.92,71,6.99
Химкинская городская,УИК №4117,1280,1100,0,906,12,182,12,882,1,893,0,0,18,02.01,762,85.23,43,4.81,70,7.83
Химкинская городская,УИК №4118,1292,1200,0,917,9,274,9,896,6,899,0,0,19,2.1,768,84.86,47,5.19,65,7.18
Химкинская городская,УИК №4119,1402,1200,0,1013,5,182,5,996,9,992,0,0,21,2.1,843,84.22,52,5.19,76,7.59
Химкинская городская,УИК №4120,1185,1000,0,816,7,177,7,791,4,794,0,0,17,2.13,677,84.84,41,5.14,59,7.39
Химкинская городская,УИК №4121,1289,1100,0,935,6,159,6,913,8,911,0,0,20,2.18,779,84.77,43,4.68,69,7.51
Химкинская городская,УИК №4122,2142,1900,0,1557,5,338,5,1537,8,1534,0,0,31,02.01,1308,84.82,77,4.99,118,7.65
Химкинская городская,УИК №4123,1509,1300,0,1118,22,160,22,1077,24,1075,0,0,102,9.28,914,83.17,35,3.18,24,2.18
Химкинская городская,УИК №4124,2194,1800,0,1584,6,210,6,1561,3,1564,0,0,31,1.98,1332,85,82,5.23,119,7.59
Химкинская городская,УИК №4125,1055,900,0,775,8,117,8,751,6,753,0,0,16,2.11,642,84.58,39,5.14,56,7.38
Химкинская городская,УИК №4126,1201,1100,0,870,9,221,9,852,9,852,0,0,17,1.97,731,84.9,46,5.34,58,6.74
Химкинская городская,УИК №4127,1170,1000,0,833,11,156,11,815,1,825,0,0,19,2.3,704,85.23,50,06.05,52,6.3
Химкинская городская,УИК №4128,1169,1100,0,847,19,234,19,809,17,811,0,0,75,09.06,686,82.85,20,2.42,30,3.62
Химкинская городская,УИК №4129,707,700,0,515,15,170,15,499,5,509,0,0,12,2.33,436,84.82,32,6.23,29,5.64
Химкинская городская,УИК №4130,2516,2200,0,1818,6,376,6,1797,9,1794,0,0,33,1.83,1536,85.19,73,04.05,152,8.43
Химкинская городская,УИК №4132,662,662,0,660,0,2,0,644,3,641,0,0,6,0.93,547,84.94,15,2.33,73,11.34
